source,participant,condition,window_index,t_start_frame,t_end_frame,head_rotation_rad_mean_abs_vel,head_rotation_rad_mean_abs_acc,head_rotation_rad_rms,head_tx_mean_abs_vel,head_tx_mean_abs_acc,head_tx_rms,head_ty_mean_abs_vel,head_ty_mean_abs_acc,head_ty_rms,head_scale_mean_abs_vel,head_scale_mean_abs_acc,head_scale_rms,head_motion_mag_mean_abs_vel,head_motion_mag_mean_abs_acc,head_motion_mag_rms,blink_aperture_mean_abs_vel,blink_aperture_mean_abs_acc,blink_aperture_rms,mouth_aperture_mean_abs_vel,mouth_aperture_mean_abs_acc,mouth_aperture_rms,pupil_metric_mean_abs_vel,pupil_metric_mean_abs_acc,pupil_metric_rms
procrustes_global,402,H,0,0,3600,0.24537045526829057,8.766040088672568,0.12234580986293417,0.7247171390637401,22.66397115027498,0.6766338376832415,0.9183586123598133,29.784799196677174,0.5099266251107698,0.1349589247513276,4.701964289682521,0.02992396842568426,1.2360181532451,41.43949608957009,0.47202359530832344,0.17726214455673683,6.2194125008621,0.03586741391647615,0.18930932813334345,7.530414036525795,0.038825466022841086,0.08389562708099005,3.479340645743398,0.007370803500534435
procrustes_global,402,H,1,1800,5400,0.2285164329233561,8.313384277460868,0.11607864501719052,0.6545515656064856,20.668071413769493,0.4334877427815417,0.8089792672619575,26.201695512986596,0.44867697651993826,0.1222551993178757,4.119135301153264,0.027194022303403707,1.1987084653428433,39.9813176549988,0.35885185096968636,0.16376882601648665,5.953575671719424,0.03333098120637044,0.19122515382298544,7.6351581680440725,0.03911933589049241,0.07634388560834778,3.1398076184962886,0.007123907482514932
procrustes_global,402,H,2,3600,7200,0.22631969732621407,8.123328586212185,0.08791458228922035,0.6699439999986282,21.276257920508176,0.3024496329174191,0.8378710830377909,27.358489441060552,0.3593521388193504,0.12691124616601024,4.309293468034103,0.025405437140311463,1.3408885692156716,45.40276338108851,0.35045621070045824,0.1723366253111391,6.135443630877078,0.03197291095856336,0.19582817742570033,8.049269782947395,0.03827456219221474,0.08496719213816158,3.5091092761232408,0.007543224791278599
procrustes_global,402,H,3,5400,9000,0.26011628148582,9.12441279617199,0.10377454464008519,0.7802590627744781,24.313388435254996,0.3599174695278357,0.9694639791727577,30.712758420316522,0.43551540086388946,0.13842855829768888,4.814301603057036,0.025331407246397857,1.4910109924677666,50.92428977490126,0.37530405940037376,0.19450725903709143,6.930119834618369,0.033130180585120274,0.2597920181312786,9.972102498860469,0.04413398731942076,0.09738020178295842,4.042439990027584,0.007546703080894053
procrustes_global,402,H,4,7200,10800,0.23473779239702863,8.259003029732002,0.11052449674513025,0.72094307803234,21.838773998460358,0.3913979467700154,0.8701892037855818,28.121111954554006,0.4195513637564685,0.12252470910524829,4.31189151065308,0.022573402049453444,1.242205196362535,42.37894408303583,0.3602818303639378,0.16799476252014134,6.079230926439763,0.029033590318027193,0.17903025243947085,7.15818916437154,0.034340230614960346,0.08563139781001655,3.504790117121664,0.00657117424666158
procrustes_global,402,H,5,9000,12600,0.20799814807187805,7.415898438014296,0.10665059265964541,0.6339955572739125,19.73699515713218,0.3220355754131545,0.705449541130186,23.394403055032573,0.34821313099977924,0.10593036339704591,3.8337565921718064,0.01800171418183886,0.9734555701814613,33.92776039958241,0.3024293524058177,0.13772377126254062,5.1940397091659145,0.021598764633864346,0.1450835845915551,5.507983205783755,0.0361862490268865,0.08079660599642255,3.2853436627271355,0.006306497301751367
procrustes_global,402,H,6,10800,14400,0.24114963616414625,8.66830044869463,0.11740671337618594,0.7009734811223542,21.858581409150137,0.39602143935001033,0.8255241574089426,25.68947352236686,0.4403731456074709,0.1277627792341683,4.3895232487466975,0.022277754319899513,1.1221831611791364,37.79716101101445,0.3494765607288397,0.16105028058897763,5.909536259670561,0.029220375878677058,0.18602010668258565,6.9441968809794385,0.040865267695297136,0.09028038260186955,3.75523531592057,0.006830361084297773
procrustes_global,402,H,7,12600,16200,0.24469541964839187,9.241732022382063,0.10657122711457347,0.6572171352665812,21.013846868415918,0.610119281975783,0.880062014216715,29.273115901799848,0.41541102770986055,0.1364785603938994,4.775560332924199,0.025126426391899343,1.1066242160018651,39.26786249517929,0.4905845285546172,0.16758704219642906,6.09856404284877,0.033164191557458866,0.1306989420558787,5.937879900788495,0.022258867886614457,0.09054116852851771,3.8498688513591666,0.007988276652290276
procrustes_global,402,H,8,14400,18000,0.21393394079741546,8.161713530162377,0.09016036701425673,0.57163139734981,18.134062541366756,0.6503574807432696,0.7987011607351376,26.879229959374193,0.4169277137822027,0.12663394496020472,4.507848704356403,0.025267190734004512,0.8951384939380896,31.483801530057132,0.49108334786107444,0.15251503159800428,5.5193116701389355,0.033676315329920534,0.11882269842593446,5.514128428415793,0.008210518439426783,0.08380346743925238,3.5576927864249424,0.008356044018718511
procrustes_global,402,H,9,16200,19800,0.2170602723182196,8.020337018993638,0.11509279950538207,0.6664215743510007,20.214154037462947,0.7761480060445919,0.871090600256531,26.595731425867953,0.52418250540339,0.1340244509634327,4.4122113892254875,0.028228945021355194,1.2113649997286131,36.83028675075468,0.5664674330502556,0.16625143409458498,5.689337026008284,0.03632120679468618,0.17619942941032396,7.085807238682757,0.025819450286689024,0.08205267137256603,3.4166091168494903,0.008147729384119088
